currentTeamId,birthDate,role,wyId,shortName,currentNationalTeamId
691,1993-12-22,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",3803,Sergi Darder,-1
3776,1999-02-27,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",397033,B. Soumar\u00e9,4423
3766,1998-06-30,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",397046,H. Aouar,4425
6407,1992-02-27,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",134951,L. Lacroix,-1
3799,1990-06-09,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",69525,M. Pavlovi\u0107,-1
3775,1995-09-07,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",266286,Marlon,-1
3782,1997-09-20,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",364644,A. Diouss\u00e9,-1
3770,1996-08-12,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",299154,S. Moutoussamy,-1
19830,1996-01-22,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",331923,K. N'Doram,-1
9606,1997-01-01,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",364772,C. Awaziem,16823
3767,1990-02-10,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",4452,Yuri Berchiche,-1
3771,1985-08-31,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",70088,Rolando,-1
1629,1986-09-08,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",70093,Jo\u00e3o Moutinho,9905
19830,1984-10-27,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",135747,D. Suba\u0161i\u0107,9598
3783,1997-03-19,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",234138,J. Repas,12052
19830,1995-06-28,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",266917,A. Traor\u00e9,19001
3777,1992-01-01,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",4786,Iv\u00e1n Balliu,8731
3785,1995-01-23,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",135901,Pedro Rebocho,-1
19830,1995-12-28,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",135913,Rony Lopes,-1
3770,1990-07-12,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",37714,Y. El Ghanassy,-1
12509,1984-03-09,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",37734,G. Gillet,-1
3777,1986-01-05,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",37796,D. Mili\u010devi\u0107,10001
3767,1991-09-12,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",37824,T. Meunier,5629
-1,1983-03-20,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",37896,E. Kawashima,12913
3766,1993-08-01,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",5167,Mariano D\u00edaz,-1
3774,1988-09-08,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",70711,Mexer,18752
3783,1992-02-09,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",38015,S. Peeters,-1
-1,1987-05-07,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",38095,S. Gakp\u00e9,-1
3776,1994-05-01,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",70959,Edgar I\u00e9,-1
3766,1989-02-19,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",70981,Mar\u00e7al,-1
3772,1997-02-26,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",300485,Malcom,6388
-1,1991-09-26,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",28251,D. Alcibiade,-1
3766,2001-08-16,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",497355,W. Geubbels,-1
19830,1996-03-28,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",300784,Jorge,-1
3771,1995-11-16,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",366401,A. Zambo Anguissa,-1
3799,1998-01-17,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",366542,J. Reine-Adelaide,4426
3776,1996-01-28,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",366546,L. Mothiba,-1
3774,1997-04-24,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",301013,J. Gelin,-1
3775,1997-09-22,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",301016,R. Perraud,4426
3785,1997-08-06,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",301017,M. Thuram,-1
3777,1997-04-03,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",366563,V. Selimovic,-1
3774,1998-07-06,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",366571,F. Maouassa,-1
3774,1997-01-13,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",366581,J. Gnagnon,-1
3799,1996-04-10,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",366760,L. Coulibaly,19001
3783,1999-07-17,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",399576,T. Stavitski,5051
3780,1994-01-01,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",203113,I. Sylla,-1
3774,1998-08-11,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",367146,N. Janvier,-1
3779,1996-10-21,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",301635,B. Kamara,4425
3777,1999-03-11,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",498357,I. Niane,19318
3772,1996-05-01,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",334552,F. Kamano,-1
3774,1995-04-16,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",334720,R. Bensebaini,16009
3789,1989-06-09,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",105523,Danilo Avelar,-1
3770,1991-10-10,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",40301,Lucas Lima,-1
3767,1996-11-29,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",237034,Gon\u00e7alo Guedes,9905
3767,1994-05-14,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",40539,Marquinhos,6380
3772,1999-02-26,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",499295,T. Carrique,-1
4622,1994-11-08,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",40574,D\u00f3ria,6385
3772,1996-01-28,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",237267,M. Gaji\u0107,17324
3766,1990-07-09,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",7920,Rafael,-1
3804,1992-08-06,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",7986,M. Abeid,-1
3767,1992-02-05,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",40810,Neymar,6380
3787,1996-09-07,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",335763,J. Sambia,-1
-1,1984-03-24,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",8268,B. Assou-Ekotto,-1
3776,1992-03-15,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",41056,Thiago Mendes,-1
3775,1990-08-12,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",8326,M. Balotelli,3757
3772,1991-06-21,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",41127,Pablo,-1
4494,1984-06-01,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",8533,S. Sess\u00e8gnon,18884
3770,1993-03-15,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",270866,Diego Carlos,-1
3770,1991-08-13,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",8899,A. Ka\u010danikli\u0107,-1
3780,1995-07-15,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",134512,C. Jean,-1
3783,1994-12-24,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",28908,F. Guilbert,-1
3804,2000-11-27,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",566942,E. Loiodice,-1
3787,1990-03-27,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",116345,F. P\u00edriz,-1
3779,1994-03-20,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",141172,J. Aholou,-1
3780,1988-09-28,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",43196,Som\u00e1lia,-1
19830,1993-10-23,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",207143,Fabinho,-1
3176,1996-09-28,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",338249,Gil Dias,9910
3770,1992-02-17,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",43515,Andrei Girotto,-1
3780,1999-01-23,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",404213,A. Lafont,4423
3771,1999-11-23,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",404216,B. Kamara,4423
3766,1999-02-14,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",404226,M. Maolida,4423
3772,1999-03-14,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",404227,E. Taha,-1
3775,1999-07-02,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",437011,H. Mahou,-1
3783,1998-01-07,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",437636,J. Deminguet,4426
3804,1994-11-10,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",273819,Xeka,-1
3766,1995-09-06,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",142755,B. Traor\u00e9,-1
3777,1997-01-09,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",470517,L. Goudiaby,-1
3787,1993-05-17,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",143189,C. Ninga,19241
3766,1997-08-08,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",339812,Pape Diop,-1
3799,1995-03-09,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",274344,B. Santamaria,34101
3789,1994-04-15,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",274345,S. Koita,-1
3779,1992-11-21,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",339964,Y. Salmier,-1
3777,1993-02-25,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",209014,F. Boulaya,-1
3770,1993-12-10,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",209028,A. Thomasson,-1
3776,1997-01-01,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",372904,K. Dabila,-1
3771,1994-08-18,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",209086,M. Sanson,-1
3779,1993-12-20,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",209095,A. N'Dour,-1
3767,1995-04-03,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",209117,A. Rabiot,-1
3795,1993-07-05,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",209207,J. Obiang,-1
3799,1993-02-02,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",209209,F. Tait,-1
3783,1992-11-09,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",209211,J. Nkololo,18538
3772,1994-03-20,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",274970,A. Mendy,-1
19830,1999-11-25,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",471589,M. Sylla,-1
3783,1995-02-06,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",275032,E. Crivelli,-1
3777,2000-02-04,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",406156,V. Thill,14768
3776,1999-02-11,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",471771,I. Faraj,33157
3766,1994-09-14,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",242446,L. Dubois,-1
3771,1995-04-27,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",275243,S. Khaoui,16276
3804,1997-06-29,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",373817,E. Massouema,-1
3780,1997-03-17,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",374118,Q. Boisgard,-1
3776,1991-07-31,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",144867,K. Malcuit,-1
3780,1993-03-22,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",144884,C. Jullien,-1
3785,1997-12-31,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",340920,L. Blas,-1
3775,1997-03-12,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",276211,A. Saint-Maximin,-1
3795,1984-05-31,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",112377,O. Vizcarrondo,-1
3787,1997-11-01,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",341973,N. Mukiele,-1
3783,1997-09-25,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",407699,D. Avounou,-1
3780,1997-12-02,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",375001,I. Sangar\u00e9,-1
3789,1994-01-17,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",243931,Q. Cornette,-1
3772,1990-05-01,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",14717,D. Contento,-1
3771,1987-07-23,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",14722,Luiz Gustavo,-1
3772,1996-03-06,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",276920,V. Vada,-1
3782,1996-03-26,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",276944,J. Bamba,4425
3782,1988-12-10,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",14801,N. Suboti\u0107,-1
19830,1996-07-05,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",276978,A. Diakhaby,4425
3766,1995-06-08,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",276979,F. Mendy,-1
3787,1996-03-08,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",276983,I. Mbenza,5635
3767,1993-09-20,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",14862,J. Draxler,3148
19830,1983-09-08,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",14913,D. Benaglio,-1
3787,1989-03-31,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",14945,G. Sio,-1
3787,1993-01-22,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",244335,K. Dolly,16424
3789,1992-10-09,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",244357,B. Zungu,16424
3777,1989-08-14,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",14990,F. Diagne,-1
3783,1989-05-21,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",15004,I. Santini,-1
3775,1983-10-18,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",15010,Dante,-1
3767,1990-07-08,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",15062,K. Trapp,3148
3766,1997-04-29,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",342743,L. Tousart,4425
3776,1995-05-03,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",286553,A. El Ghazi,-1
3787,1997-07-15,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",343116,M. Poaty,-1
3775,1993-05-25,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",277629,P. Lees Melou,-1
3772,1991-07-10,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",48318,Jonathan Cafu,-1
3775,1997-06-25,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",408827,B. Srarfi,16276
3782,1998-06-13,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",396616,R. Pierre-Gabriel,4425
3780,1992-04-17,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",270306,Steven Fort\u00e8s,-1
3776,1995-04-08,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",245807,F. Bahlouli,-1
3776,1993-02-09,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",213308,J. Alonso,-1
3782,1995-10-22,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",278867,S. Janko,-1
3770,1994-08-08,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",278913,J. Kayembe,-1
3772,1998-11-12,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",410062,J. Kound\u00e9,-1
3787,1998-05-02,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",344744,J. Ikon\u00e9,-1
3780,1990-06-21,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",49919,F. Moubandje,6697
3804,1988-01-22,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",49921,V. R\u00fcfli,-1
3774,1992-08-26,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",82690,T. Koubek,11555
19830,1995-12-12,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",344927,S. Sy,-1
3787,1995-05-10,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",246946,E. Skhiri,16276
2463,1995-10-28,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",279734,V. Koziello,-1
3774,1995-02-04,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",247162,Brandon,-1
3771,1997-12-04,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",280115,M. Lopez,4425
3787,1997-12-16,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",280116,J. Porsan-Clemente,-1
3795,1995-04-26,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",149053,R. Walter,-1
3804,1995-04-19,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",149054,W. Sa\u00efd,-1
3795,1991-02-17,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",149062,T. Dingom\u00e9,-1
3775,1994-03-27,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",214609,Y. Cardinale,-1
3785,1990-01-28,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",50771,K. Johnsson,7047
3176,1992-03-25,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",149076,V. Eysseric,-1
3771,1994-03-09,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",214628,J. Amavi,-1
19830,1996-04-28,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",149101,A. Tour\u00e9,-1
3770,1986-02-09,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",83574,C. T\u0103t\u0103ru\u0219anu,11944
3780,1989-03-22,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",50812,J. Durmaz,7047
3789,1989-08-11,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",214710,B. Dibassy,19001
3776,1995-09-29,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",247671,N. P\u00e9p\u00e9,-1
3804,1990-11-06,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",215036,C. Yamber\u00e9,-1
3779,1991-02-10,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",215130,Nuno Da Costa,19166
3783,1993-12-01,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",215281,A. Mbengue,19314
3787,1999-01-08,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",477744,N. Cozza,4423
3789,1995-08-12,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",248632,J. Domp\u00e9,-1
3775,1997-07-19,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",412701,I. Sacko,-1
3767,1997-11-14,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",347200,C. Nkunku,-1
3799,1998-02-21,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",347205,W. Kanga,4426
3767,1988-02-14,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",3314,\u00c1. di Mar\u00eda,12274
3782,1991-06-17,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",85438,R. Beri\u010d,12046
3776,1996-08-30,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",413582,Y. Bissouma,19001
3776,1996-12-17,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",413597,R. Kouam\u00e9,19001
3767,1984-09-22,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",20394,Thiago Silva,6380
3777,1998-07-22,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",396628,N. Basin,-1
3771,1990-04-17,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",134494,V. Germain,-1
3776,1995-07-03,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",134496,M. Maignan,-1
3795,1996-09-07,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",249926,A. Confais,-1
3770,1990-05-21,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",20685,R. Krhin,12046
3776,1996-06-02,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",250134,Luiz Ara\u00fajo,-1
3771,1994-07-11,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",86338,L. Ocampos,-1
3775,1992-06-23,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",134542,N. Mendy,-1
19830,1989-11-02,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",20948,S. Joveti\u0107,17371
3777,1993-01-02,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",86486,G. Poblete,-1
19830,1988-02-03,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",21097,K. Glik,13869
