currentTeamId,birthDate,role,wyId,shortName,currentNationalTeamId
1623,1989-09-08,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",77558,G. Sigur\u00f0sson,7839
1646,1992-04-19,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",12242,N. Pope,2413
1625,1997-04-03,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",340386,Gabriel Jesus,6380
2454,1998-12-16,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",340476,R. Oxford,2421
1631,1987-01-11,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",12829,J. Vardy,2413
1624,1994-01-15,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",210044,E. Dier,2413
2975,1998-07-18,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",406682,A. Lookman,-1
1624,1996-04-11,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",13484,D. Alli,2413
1610,1993-03-03,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",14748,A. R\u00fcdiger,3148
1631,1986-04-16,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",14763,S. Okazaki,12913
1625,1990-10-24,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",14808,\u0130. G\u00fcndo\u011fan,3148
1624,1992-07-08,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",14911,Son Heung-Min,14855
1639,1987-12-16,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",15054,M. Diouf,19314
1612,1991-10-02,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",15808,Roberto Firmino,6380
1612,1991-10-10,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",49872,X. Shaqiri,6697
1609,1992-09-27,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",49876,G. Xhaka,6697
1612,1998-10-07,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",346101,T. Alexander-Arnold,2413
696,1990-08-28,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",20450,Bojan,-1
675,1992-05-11,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",3429,T. Courtois,5629
1631,1987-03-28,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",21333,Y. Benalouane,16276
1609,1986-02-26,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",3560,Nacho Monreal,1598
1627,1991-01-25,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",119951,Ahmed Hegazy,16129
1609,1992-07-11,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",120339,Mohamed Elneny,16129
1612,1992-06-15,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",120353,Mohamed Salah,16129
1673,1990-04-23,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",55979,M. J\u00f8rgensen,7712
1673,1989-02-01,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",56038,J. L\u00f6ssl,7712
1612,1992-04-10,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",25747,S. Man\u00e9,19314
1624,1986-12-26,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",25381,H. Lloris,4418
1612,1989-07-05,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",25393,D. Lovren,9598
1610,1989-08-28,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",25553,Azpilicueta,1598
4513,1990-10-26,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",25604,H. Saivet,-1
1625,1994-07-17,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",26136,B. Mendy,4418
1610,1986-09-30,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",26010,O. Giroud,4418
3774,1989-12-24,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",26610,D. Sakho,19314
12509,1987-10-05,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",92922,K. Mirallas,-1
1644,1991-02-24,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",68085,C. Kabasele,5629
3176,1996-04-15,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",265318,E. Fernandes,6697
1610,1992-10-23,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",3324,\u00c1lvaro Morata,1598
1619,1995-08-05,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",135114,P. H\u00f8jbjerg,7712
1624,1993-04-24,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",136441,B. Davies,10682
1613,1989-01-15,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",104851,M. D\u00fabravka,14496
-1,1984-09-29,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",7856,P. Mertesacker,-1
1609,1990-12-26,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",7870,A. Ramsey,10682
1631,1988-01-02,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",7914,J. Evans,10962
-1,1981-05-15,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",7915,P. Evra,-1
-1,1981-07-28,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",7928,M. Carrick,-1
-1,1984-08-23,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",7957,G. Johnson,-1
1613,1986-04-30,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",7974,R. Elliot,8274
1624,1992-08-13,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",40765,Lucas Moura,6380
1613,1989-09-26,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",8004,C. Clark,8274
-1,1983-08-23,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",8005,J. Collins,-1
1610,1993-12-05,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",8246,R. Barkley,2413
8509,1979-12-05,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",8362,G. McAuley,10962
1619,1987-01-22,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",8384,S. Long,8274
1628,1987-01-24,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",8425,W. Hennessey,10682
1646,1985-08-20,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",8433,S. Ward,8274
1631,1988-10-29,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",8498,A. King,10682
1639,1989-04-22,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",8530,J. McClean,8274
1619,1989-12-03,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",8580,A. McCarthy,2413
-1,1982-01-12,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",8745,D. Whitehead,-1
1646,1992-01-31,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",8980,J. Hendrick,8274
1651,1991-11-21,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",9097,L. Dunk,2413
1646,1989-10-21,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",9127,S. Vokes,10682
10529,1989-12-28,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",9283,H. Arter,8274
-1,1984-07-09,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",9622,L. Rosenior,-1
1646,1990-08-18,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",10108,K. Long,8274
1624,1996-02-02,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",240070,H. Winks,2413
1639,1984-08-23,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",77546,A. Williams,10682
1639,1990-03-14,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",77548,J. Allen,10682
-1,1982-09-16,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",77550,L. Britton,-1
1625,1996-12-15,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",241564,O. Zinchenko,14622
1644,1994-12-12,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",7888,N. Chalobah,2413
1644,1987-06-21,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",14688,S. Pr\u00f6dl,9109
1633,1989-04-19,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",14703,M. Arnautovi\u0107,9109
1610,1994-08-03,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",40787,Emerson,3757
1610,1990-12-28,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",8032,Marcos Alonso,1598
1625,1996-01-11,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",245364,L. San\u00e9,3148
1623,1997-05-10,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",377071,Richarlison,6380
2446,1991-03-06,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",49859,A. Dragovi\u0107,9109
1639,1992-01-25,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",49971,M. Bauer,9109
1627,1984-12-14,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",8370,C. Brunt,10962
1651,1992-01-01,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",8242,S. Duffy,8274
3159,1994-01-12,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",18550,E. Can,3148
1644,1991-01-07,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",20593,R. Pereyra,12274
1611,1987-02-22,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",20606,S. Romero,12274
682,1991-03-05,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",86325,Ramiro Funes Mori,12274
-1,1985-04-10,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",3557,Jes\u00fas G\u00e1mez,-1
1631,1996-12-21,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",350976,B. Chilwell,2413
1636,1999-10-15,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",351808,B. Woodburn,10682
1673,1994-07-31,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",282550,F. Hadergjonaj,6697
1628,1990-02-13,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",25430,M. Sakho,4418
3187,1988-08-31,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",25662,D. Ospina,12430
1623,1989-09-26,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",25706,I. Gueye,19314
1610,1991-01-07,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",25707,E. Hazard,5629
10531,1995-09-23,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",386197,C. Roberts,10682
1623,1994-10-27,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",25854,K. Zouma,4418
1624,1996-06-12,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",257762,D. S\u00e1nchez,12430
1612,1997-05-23,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",257899,J. Gomez,2413
1651,1992-04-08,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",61390,M. Ryan,8493
2444,1997-08-18,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",258162,Renato Sanches,9905
1613,1989-01-24,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",61962,Sung-Yeung Ki,14855
1619,1985-01-01,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",61988,S. Davis,10962
1673,1990-09-15,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",62389,A. Mooy,8493
1616,1994-09-16,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",128214,A. Mitrovi\u0107,17322
1610,1991-03-29,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",31528,N. Kant\u00e9,4418
1623,1991-06-07,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",32636,C. Tosun,4687
1644,1989-02-06,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",9403,C. Cathcart,10962
2455,1992-11-15,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",65254,K. Wimmer,9109
3163,1991-02-21,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",25885,M. Wagu\u00e9,19001
1610,1992-06-11,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",22889,D. Zappacosta,-1
1619,1994-03-06,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",268776,W. Hoedt,-1
1646,1987-04-19,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",8301,J. Hart,-1
3187,1985-07-11,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",92864,O. Karnezis,12678
1619,1991-11-26,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",20857,M. Gabbiadini,-1
1644,1994-03-13,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",3348,Deulofeu,-1
1619,1993-09-01,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",29640,M. Lemina,19062
1624,1985-02-26,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",3424,Fernando Llorente,-1
1633,1988-05-23,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",21100,A. Ogbonna,-1
1644,1984-06-27,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",92899,J. Holebas,-1
1611,1989-12-02,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",21095,M. Darmian,-1
1644,1989-08-09,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",20505,S. Okaka,-1
1644,1985-07-17,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",21160,M. Britos,-1
1651,1989-05-23,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",20855,E. Schelotto,-1
1633,1992-03-27,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",20620,Pedro Obiang,-1
7847,1981-10-03,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",20420,Z. Ibrahimovi\u0107,-1
1646,1987-04-16,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",8284,A. Lennon,-1
1639,1981-01-30,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",8747,P. Crouch,-1
7852,1985-10-24,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",7944,W. Rooney,-1
1623,1989-03-16,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",7879,T. Walcott,-1
1609,1982-05-20,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",7882,P. \u010cech,-1
1611,1985-08-04,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",7938,A. Valencia,15797
1610,1987-05-04,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",3350,F\u00e0bregas,-1
1639,1985-12-10,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",7961,C. Adam,-1
1644,1986-01-04,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",8272,Y. Kaboul,-1
2491,1986-01-09,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",15301,U. H\u00fcnemeier,-1
16928,1986-01-14,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",7988,Y. Cabaye,-1
3173,1985-10-30,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",74,R. Klavan,-1
1639,1986-04-02,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",3343,I. Afellay,-1
1644,1981-02-15,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",8266,Gomes,-1
1624,1983-10-20,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",77536,M. Vorm,-1
1639,1988-08-07,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",107,E. Pieters,-1
1644,1983-04-03,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",8358,B. Foster,-1
1644,1986-10-03,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",8889,A. Mariappa,-1
1623,1982-08-17,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",8245,P. Jagielka,-1
1623,1984-12-11,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",8239,L. Baines,-1
1627,1981-02-23,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",8314,G. Barry,-1
1627,1986-05-25,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",8374,J. Morrison,-1
1615,1986-08-22,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",8017,S. Ireland,-1
1612,1986-01-04,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",8319,J. Milner,-1
1646,1986-04-15,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",77502,T. Heaton,-1
1639,1984-02-01,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",7932,D. Fletcher,-1
10531,1985-01-07,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",77557,W. Routledge,-1
1659,1982-10-07,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",8296,J. Defoe,-1
1633,1985-01-16,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",8313,P. Zabaleta,-1
1625,1983-04-13,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",3662,C. Bravo,-1
1611,1988-12-19,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",3361,A. S\u00e1nchez,12381
-1,1983-05-13,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",8324,Y. Tour\u00e9,-1
1646,1985-06-28,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",8516,P. Bardsley,-1
1612,1989-09-01,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",7907,D. Sturridge,-1
1619,1988-03-17,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",61941,F. Forster,-1
1633,1989-01-06,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",7970,A. Carroll,-1
1633,1987-05-08,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",8561,M. Noble,-1
