currentTeamId,birthDate,role,wyId,shortName,currentNationalTeamId
3315,1993-03-17,FWD,3710,K. Babacar,-1
3162,1995-02-27,MID,265865,S. Milinkovi\u0107-Savi\u0107,17322
3194,1990-09-05,MID,3736,F. Zuculini,-1
687,1988-01-17,DEF,3795,H. Moreno,15473
3162,1989-02-25,MID,69400,M. Badelj,9598
698,1991-06-17,DEF,3885,L. Cabrera,-1
3197,1991-07-21,FWD,69513,A. Budimir,-1
3172,1993-03-16,FWD,135150,A. Cornelius,7712
3163,1997-03-20,MID,364641,S. Pontisso,-1
3158,1991-03-11,MID,22566,A. Florenzi,3757
3159,1991-01-26,DEF,70084,Alex Sandro,-1
3166,1995-06-17,MID,299557,\u00c1. Nagy,10451
3162,1993-04-17,DEF,4792,Patric,-1
3157,1986-01-30,MID,37732,L. Biglia,12274
3162,1994-07-25,DEF,37745,J. Lukaku,-1
3158,1996-01-24,FWD,234359,P. Schick,11555
3315,1994-02-10,DEF,267185,C. Dell'Orco,-1
3163,1995-07-07,FWD,234533,S. Perica,-1
3219,1991-05-21,MID,70834,Guilherme,-1
3161,1993-01-19,MID,70965,Jo\u00e3o M\u00e1rio,9905
3193,1994-07-10,FWD,70974,Iuri Medeiros,-1
3185,1995-03-18,DEF,300373,A. Barreca,-1
3163,1997-08-11,MID,300669,A. Bali\u0107,9604
3193,1987-02-11,DEF,38532,E. Zukanovi\u0107,-1
3219,1995-04-12,DEF,284960,L. Venuti,-1
1609,1996-02-11,MID,333571,L. Torreira,15670
3187,1996-11-11,FWD,300830,A. Ounas,-1
3197,1995-01-20,DEF,137048,S. Simi\u010d,11555
4535,1994-05-06,FWD,268180,R. Baji\u0107,-1
3194,1995-02-03,DEF,137143,D. Boldor,-1
3158,1994-06-29,DEF,137298,J. Silva,-1
3163,1992-08-10,FWD,333913,K. Lasagna,-1
3204,1996-07-15,DEF,350569,L. \u0160imi\u0107,9604
3197,1992-05-07,FWD,72397,Simy,16823
3204,1994-06-05,DEF,170738,S. V\u00e4is\u00e4nen,-1
3176,1995-07-05,FWD,269152,G. Simeone,-1
3159,1990-09-14,MID,105334,Douglas Costa,6380
3165,1994-10-02,DEF,269188,P. Jaroszy\u0144ski,-1
3157,1987-07-17,DEF,105361,I. Strini\u0107,9598
3164,1995-02-02,MID,138174,K. Linetty,13869
692,1996-02-28,FWD,334817,L. Boy\u00e9,-1
3161,1995-02-11,DEF,138408,M. \u0160kriniar,14496
5657,1986-11-05,DEF,40538,Leandro Cast\u00e1n,-1
3159,1990-04-18,GKP,7849,W. Szcz\u0119sny,13869
3219,1983-02-14,DEF,7858,B. Sagna,-1
3315,1997-07-16,MID,302798,F. Cassata,3764
3162,1986-11-17,MID,7926,Nani,-1
3157,1982-08-31,GKP,7949,Pepe Reina,1598
3162,1987-01-09,MID,7965,Lucas Leiva,-1
3161,1991-01-02,DEF,7982,D. Santon,-1
3162,1993-04-15,MID,40806,Felipe Anderson,-1
3161,1985-01-12,MID,3543,Borja Valero,-1
3185,1990-01-04,FWD,8148,Iago Falqu\u00e9,-1
3173,2000-04-12,MID,434142,F. Caligara,-1
3197,1997-08-11,MID,368642,G. Crociata,3764
3172,1990-10-10,DEF,41034,Rafael Tol\u00f3i,-1
3219,1989-03-15,MID,8291,Sandro,-1
3158,1985-11-10,DEF,8306,A. Kolarov,17322
3158,1986-03-17,FWD,8327,E. D\u017eeko,10001
3197,1998-06-24,MID,402014,N. Zanellato,-1
3219,1996-01-20,DEF,402017,B. Gyamfi,-1
3193,1989-05-24,MID,9080,A. Taarabt,-1
3157,1993-02-07,MID,116269,D. Laxalt,15670
3194,1995-11-16,MID,337225,R. Aarons,-1
3157,1988-01-05,FWD,105376,N. Kalini\u0107,-1
3173,1997-02-05,DEF,402898,S. Miangue,5635
3161,1993-02-19,FWD,206314,M. Icardi,-1
3193,1994-07-02,DEF,206318,D. Biraschi,-1
3163,1996-05-31,GKP,239288,S. Scuffet,3763
3158,1996-03-11,DEF,239290,E. Capradossi,3763
3157,1996-05-16,MID,239294,J. Mauri,-1
3219,1996-03-25,FWD,239295,V. Parigini,3763
3204,1997-05-21,FWD,239298,F. Bonazzoli,3764
3197,1992-02-07,MID,10113,A. Benali,-1
3165,1996-11-11,MID,272280,G. Gaudino,-1
3315,1998-01-13,DEF,403449,Rog\u00e9rio,-1
3194,1998-01-06,FWD,403546,Lee Seung-Woo,14855
3176,1996-09-28,FWD,338249,Gil Dias,9910
3187,1991-01-08,MID,40726,Allan,-1
3164,1997-03-14,FWD,240042,D. Kownacki,13869
3197,1990-06-20,FWD,272878,A. Nalini,-1
3173,1998-09-11,FWD,404209,Han Kwang-Song,19571
3157,1993-11-19,FWD,11063,Suso,-1
3197,1992-09-29,FWD,11156,M. Trotta,-1
5638,1990-03-01,DEF,44251,Bruno Peres,-1
3204,1997-10-01,MID,339192,M. Vitale,-1
3176,1991-05-20,DEF,44510,Vitor Hugo,-1
3219,2001-12-21,FWD,564512,S. Sanogo,-1
3315,1993-08-03,FWD,208696,M. Politano,3757
3185,1995-07-04,FWD,339791,\u00c1lex Berenguer,-1
3162,1991-03-27,DEF,208865,Bastos,-1
3161,1994-04-07,MID,241676,R. Gagliardini,-1
3158,1997-05-20,MID,340019,Gerson,-1
3166,1994-01-02,DEF,232822,A. Masina,-1
3172,1999-04-13,DEF,405597,A. Bastoni,3761
3158,1999-03-11,FWD,405602,M. Antonucci,-1
3315,1994-08-01,FWD,209400,D. Berardi,3757
3204,1988-05-24,MID,45579,Everton Luiz,-1
3166,1997-01-24,FWD,373768,R. Orsolini,3763
3187,1997-07-17,MID,374013,A. Diawara,-1
3173,1998-02-23,GKP,472938,L. Crosta,-1
3172,1996-01-23,MID,342075,N. Haas,6704
3185,1983-07-30,DEF,14745,C. Molinaro,-1
3161,1989-02-02,MID,14812,I. Peri\u0161i\u0107,9598
3159,1988-02-29,DEF,14855,B. H\u00f6wedes,-1
3185,1988-01-13,MID,14903,T. Rinc\u00f3n,-1
3164,1991-12-05,DEF,14904,J. Sala,-1
3157,1992-08-25,DEF,14922,R. Rodr\u00edguez,6697
3159,1986-01-14,FWD,14943,M. Mand\u017euki\u0107,9598
3173,1997-11-02,FWD,335634,D. Ceter,12436
3157,1995-01-12,DEF,146588,A. Romagnoli,-1
3204,1995-07-14,DEF,146590,F. Mattiello,-1
3157,1994-02-08,MID,15524,H. \u00c7alhano\u011flu,-1
3162,1997-03-22,DEF,376362,Luiz Felipe,-1
3194,1996-06-20,FWD,343925,D. Verde,3763
3165,1996-09-26,MID,278813,S. Bastien,5635
3315,1993-11-02,DEF,246059,E. Goldaniga,-1
3159,1994-02-16,MID,246061,F. Bernardeschi,-1
3315,1995-08-05,MID,246063,S. Sensi,-1
3197,1997-06-29,MID,302799,R. Mandragora,3757
3166,1992-07-05,FWD,82266,L. Krej\u010d\u00ed,-1
3176,1994-09-08,MID,22380,M. Benassi,-1
12068,1993-01-19,MID,213387,R. Centuri\u00f3n,-1
3172,1995-06-30,FWD,246175,A. Petagna,-1
3194,2000-02-28,FWD,410031,M. Kean,-1
3197,1993-09-25,DEF,49857,A. Ajeti,8731
3197,1988-04-22,DEF,49979,D. Pavlovic,-1
3172,1992-04-15,MID,49991,R. Freuler,6697
3219,1993-02-19,DEF,50007,B. Djimsiti,8731
3194,1995-06-16,MID,246633,M. Zaccagni,-1
3163,1993-03-05,DEF,50069,S. Widmer,-1
3173,1990-08-17,MID,50073,A. Ioni\u0163\u0103,11163
3185,1997-02-01,DEF,377757,Lyanco,-1
3163,1994-05-24,MID,213948,R. de Paul,-1
1612,1992-10-02,GKP,214220,Alisson,6380
3193,1990-02-07,FWD,115933,G. Lapadula,-1
3176,1993-08-23,MID,116170,S. Crist\u00f3foro,-1
3173,1992-03-09,MID,116171,Jo\u00e3o Pedro,-1
3176,1992-03-05,DEF,116225,M. Olivera,-1
3176,1992-03-25,MID,149076,V. Eysseric,-1
3166,1993-04-22,DEF,50805,F. Helander,7047
3187,1989-11-14,DEF,83575,V. Chiriche\u0219,11944
3161,1991-08-24,MID,116349,M. Vecino,15670
3193,1998-01-22,DEF,345740,Pedro Pereira,9911
3172,1989-03-10,GKP,50849,E. Berisha,8731
3172,1994-01-09,DEF,280419,H. Hateboer,-1
3789,1994-08-02,DEF,51064,E. Krafth,7047
3193,1992-06-28,MID,51145,O. Hiljemark,7047
3197,1991-05-11,MID,51151,M. Rohd\u00e9n,7047
3166,1992-12-02,MID,149846,C. Falletti,-1
3166,1993-04-26,FWD,149848,F. Avenatti,-1
3176,1998-02-18,FWD,368340,S. Lo Faso,-1
3162,1996-08-09,MID,346908,A. Murgia,3763
3172,1996-04-17,DEF,346913,G. Mancini,3763
3165,1993-12-10,DEF,215869,M. Bani,-1
3197,1998-11-06,FWD,347026,M. Tumminello,-1
3163,1994-12-05,DEF,248950,Samir,-1
3219,1992-03-14,DEF,85113,A. To\u0219ca,11944
3176,1997-08-19,GKP,265431,B. Dr\u0105gowski,13871
3187,1985-09-04,DEF,3300,Albiol,-1
3193,1992-02-29,DEF,413041,J. El Yamiq,-1
3163,1998-06-14,MID,347593,S. Ingelsson,7054
3157,1994-03-02,DEF,134419,A. Conti,-1
3157,1986-11-12,DEF,20390,I. Abate,-1
3159,1992-10-20,DEF,20395,M. De Sciglio,3757
3194,1993-07-11,MID,20403,S. Calvano,-1
3172,1995-03-03,MID,20404,B. Cristante,3757
3194,1993-09-06,MID,20414,M. Valoti,-1
3158,1992-10-27,FWD,20418,S. El Shaarawy,-1
5657,1984-04-03,FWD,20422,Maxi L\u00f3pez,-1
-1,1981-04-12,DEF,20429,N. Burdisso,-1
-1,1987-05-17,DEF,20434,A. Rosi,-1
3158,1983-07-24,MID,20438,D. De Rossi,-1
3159,1990-04-02,MID,20443,M. Pjani\u0107,-1
3164,1994-01-11,MID,20446,V. Verre,-1
3204,1992-03-24,MID,20448,F. Viviani,-1
3157,1991-03-29,FWD,20449,F. Borini,-1
3159,1978-01-28,GKP,20455,G. Buffon,-1
3159,1981-05-08,DEF,20458,A. Barzagli,-1
3157,1987-05-01,DEF,20459,L. Bonucci,3757
3162,1987-04-07,DEF,20460,M. C\u00e1ceres,15670
3159,1984-08-14,DEF,20461,G. Chiellini,-1
1609,1984-01-16,DEF,20465,S. Lichtsteiner,6697
3165,1985-05-05,MID,20468,E. Giaccherini,-1
-1,1986-01-19,MID,20470,C. Marchisio,3757
3173,1984-03-18,MID,20472,S. Padoin,-1
-1,1982-06-18,FWD,20476,M. Borriello,-1
3315,1984-08-19,FWD,20478,A. Matri,-1
3164,1983-01-31,FWD,20479,F. Quagliarella,-1
3166,1983-07-08,GKP,20483,A. Mirante,-1
3165,1980-10-31,DEF,20495,M. Gobbi,-1
3204,1981-11-12,FWD,20503,S. Floccari,-1
3194,1993-03-17,DEF,20512,M. Bianchetti,-1
3197,1991-10-25,DEF,20516,D. Faraoni,-1
4492,1986-09-12,DEF,20517,Y. Nagatomo,12913
3158,1991-06-10,DEF,20518,Juan Jesus,-1
3161,1988-02-16,DEF,20519,A. Ranocchia,-1
3164,1988-04-12,MID,20523,R. \u00c1lvarez,-1
3165,1991-05-22,MID,20525,J. Obi,16823
3166,1993-01-20,MID,20526,L. Crisetig,-1
3166,1989-09-29,MID,20529,A. Poli,-1
695,1984-08-02,FWD,20536,G. Pazzini,-1
3163,1977-11-09,GKP,20540,A. Bizzarri,-1
3161,1987-02-28,MID,20556,A. Candreva,-1
3162,1986-01-18,MID,20561,S. Luli\u0107,10001
3161,1984-07-14,GKP,20571,S. Handanovi\u010d,-1
3159,1987-04-17,DEF,20579,M. Benatia,16216
3163,1984-05-10,DEF,20583,Danilo,-1
3161,1984-09-07,DEF,3431,Jo\u00e3o Miranda,6380
3159,1988-12-09,MID,20588,K. Asamoah,-1
3166,1983-11-12,GKP,20604,Angelo da Costa,-1
3219,1986-02-01,DEF,20609,A. Costa,-1
3161,1986-11-15,FWD,20626,Eder,-1
3219,1981-01-17,GKP,20632,C. Puggioni,-1
3165,1979-03-28,GKP,20633,S. Sorrentino,-1
3315,1988-02-10,DEF,20635,F. Acerbi,-1
3173,1986-06-10,DEF,20636,M. Andreolli,-1
-1,1982-07-09,DEF,20637,B. Cesar,12046
3165,1979-06-09,DEF,20638,D. Dainelli,-1
-1,1985-07-22,DEF,20639,B. Dram\u00e9,-1
3193,1984-12-07,MID,20655,L. Rigoni,-1
3204,1990-01-04,FWD,20661,A. Paloschi,-1
3176,1983-04-24,FWD,20663,C. Th\u00e9r\u00e9au,-1
3164,1990-12-02,MID,20689,G. Ram\u00edrez,-1
3164,1991-04-01,FWD,86243,D. Zapata,-1
3204,1991-05-01,DEF,20723,B. Salamon,-1
3165,1987-08-30,DEF,20748,N. Tomovi\u0107,-1
3193,1991-01-11,MID,20749,A. Bertolacci,-1
3159,1988-05-26,MID,20751,J. Cuadrado,12430
3165,1989-04-09,MID,86301,L. Castro,-1
12069,1993-04-02,MID,86309,B. Zuculini,-1
3176,1991-06-27,DEF,86328,G. Pezzella,-1
3166,1991-03-20,FWD,20796,M. Destro,-1
3164,1984-09-25,DEF,20811,M. Silvestre,-1
3185,1992-01-05,MID,20812,A. Acquah,-1
3197,1993-12-11,MID,20815,A. Barberis,-1
3164,1984-07-15,MID,20816,\u00c9. Barreto,-1
3172,1988-01-29,FWD,20820,J. Ili\u010di\u0107,12046
3172,1990-01-05,DEF,86366,J. Palomino,-1
3315,1987-01-27,GKP,20832,A. Consigli,-1
3172,1985-02-05,DEF,20841,A. Masiello,-1
3157,1989-08-22,MID,20845,G. Bonaventura,3757
-1,1987-01-07,DEF,20866,D. Astori,-1
3164,1994-12-16,DEF,20869,N. Murru,-1
-1,1980-05-03,MID,20874,A. Cossu,-1
3173,1987-05-10,MID,20875,D. Dessena,-1
3158,1988-05-04,MID,20879,R. Nainggolan,-1
3204,1987-05-30,MID,20911,P. Schiattarella,-1
3185,1997-02-20,GKP,283062,V. Milinkovi\u0107-Savi\u0107,-1
3185,1988-05-23,DEF,20927,L. De Silvestri,-1
3204,1984-07-31,DEF,20928,Felipe,-1
-1,1981-08-27,DEF,20929,A. Gamberini,-1
3194,1987-05-22,MID,20935,R\u00f4mulo,-1
3163,1985-04-19,MID,20938,V. Behrami,6697
3185,1991-09-29,FWD,20941,A. Ljaji\u0107,17322
3157,1985-01-18,MID,20943,R. Montolivo,-1
3194,1987-07-23,FWD,20947,A. Cerci,-1
3194,1993-02-27,FWD,20949,Ryder Matos,-1
3162,1988-06-16,MID,20972,D. Di Gennaro,-1
3187,1994-02-20,DEF,21001,E. Hysaj,8731
3164,1990-09-09,DEF,21004,V. Regini,-1
3187,1990-01-17,DEF,21006,L. Tonelli,-1
3185,1986-04-21,MID,21019,M. Valdifiori,-1
3176,1991-12-21,MID,21025,R. Saponara,-1
3193,1983-02-20,DEF,21072,N. Spolli,-1
3172,1988-02-15,FWD,21077,A. G\u00f3mez,-1
-1,1983-03-13,MID,21078,M. Izco,-1
3161,1988-09-09,DEF,21094,D. D'Ambrosio,3757
3204,1993-09-05,GKP,21098,A. Gomis,19314
3204,1984-09-08,FWD,21114,M. Antenucci,-1
3165,1985-09-04,FWD,21119,R. Meggiorini,-1
3166,1992-07-12,FWD,21123,S. Verdi,3757
3159,1990-03-16,GKP,21128,C. Pinsoglio,-1
3165,1990-11-12,MID,21148,N. Rigoni,-1
-1,1981-06-26,DEF,21162,P. Cannavaro,-1
3166,1986-04-12,MID,21169,B. D\u017eemaili,6697
3187,1987-07-27,MID,21171,M. Ham\u0161\u00edk,14496
3187,1982-02-11,DEF,21173,C. Maggio,-1
3193,1983-07-27,FWD,21177,G. Pandev,10073
3185,1993-12-20,FWD,21234,A. Belotti,3757
3161,1989-09-01,DEF,86785,L. L\u00f3pez,-1
3157,1987-02-11,DEF,21272,L. Antonelli,-1
3185,1981-06-11,DEF,21279,E. Moretti,-1
3197,1992-10-31,DEF,21280,M. Sampirisi,-1
3315,1983-01-24,MID,21282,D. Biondini,-1
-1,1986-05-11,MID,21288,Miguel Veloso,-1
3159,1993-03-09,MID,21290,S. Sturaro,-1
3165,1986-08-07,MID,21291,V. Birsa,12046
3166,1982-02-05,FWD,21296,R. Palacio,-1
3194,1988-04-12,GKP,21298,Nicolas,-1
3173,1982-03-03,GKP,21299,Rafael,-1
3254,1984-06-29,MID,21314,E. Hallfre\u00f0sson,7839
3187,1991-12-20,MID,21315,Jorginho,3757
3219,1991-02-17,FWD,21322,M. D'Alessandro,-1
3162,1985-01-25,MID,21350,M. Parolo,-1
3197,1991-10-14,DEF,21370,M. Capuano,-1
3166,1990-02-09,DEF,21373,S. Romagnoli,-1
3164,1993-07-30,FWD,21376,G. Caprari,-1
3162,1990-02-20,FWD,21384,C. Immobile,3757
3187,1991-06-04,FWD,21385,L. Insigne,3757
3219,1991-08-19,GKP,21415,A. Brignoli,-1
3193,1996-03-27,MID,349102,S. Omeonga,5635
3165,1991-11-12,FWD,21438,R. Inglese,-1
3193,1992-11-10,GKP,21468,M. Perin,3757
3197,1983-01-01,GKP,21494,A. Cordaz,-1
3185,1992-02-12,MID,21507,D. Baselli,3757
3204,1983-04-24,MID,21517,E. Schiavon,-1
3197,1992-05-11,DEF,21528,F. Ceccherini,-1
3165,1988-08-29,MID,21564,I. Radovanovi\u0107,-1
3194,1991-03-02,GKP,21573,M. Silvestri,-1
3197,1994-05-27,FWD,250956,F. Ricci,-1
3165,1986-10-08,DEF,21607,F. Cacciatore,-1
3204,1989-01-10,MID,21620,J. Kurti\u010d,12046
3193,1989-08-07,GKP,21636,E. Lamanna,-1
3173,1989-08-11,DEF,21639,L. Ceppitelli,-1
3197,1991-02-11,FWD,21655,A. Stoian,-1
3219,1990-06-17,MID,21678,L. Del Pinto,-1
3173,1997-05-26,DEF,283832,F. Romagna,3763
3176,1997-10-25,MID,447804,F. Chiesa,3757
3176,1992-09-01,DEF,21842,C. Biraghi,-1
3176,1991-06-20,FWD,21861,D. Falcinelli,-1
3173,1987-11-03,FWD,21865,M. Sau,-1
3219,1992-04-19,DEF,21872,L. Antei,-1
3173,1991-05-12,FWD,21959,N. Giannetti,-1
3193,1988-11-27,FWD,22020,A. Galabinov,9400
3172,1991-04-27,GKP,22053,F. Rossi,-1
3194,1990-06-30,DEF,22093,A. Caracciolo,-1
3194,1991-03-18,MID,22099,M. B\u00fcchel,-1
3187,1991-05-27,DEF,22107,M\u00e1rio Rui,9905
3315,1998-08-06,FWD,415348,N. Pierini,-1
3219,1992-03-06,FWD,22135,P. Iemmello,-1
3193,1991-09-20,MID,22158,I. Cofie,-1
3315,1984-11-12,MID,22162,F. Magnanelli,-1
3315,1986-05-23,MID,22163,S. Missiroli,-1
3187,1995-07-19,MID,284315,M. Rog,-1
3197,1992-08-14,DEF,22185,B. Martella,-1
3164,1992-02-15,DEF,22270,G. Ferrari,-1
3219,1986-12-07,MID,22323,L. Memushaj,8731
3158,1997-07-14,FWD,350032,C. \u00dcnder,4687
3219,1992-01-22,DEF,218971,A. Lazaar,-1
3166,1994-11-19,DEF,22377,I. M'baye,-1
3193,1993-01-14,MID,22381,Daniel Bessa,-1
3315,1993-03-10,MID,22383,A. Duncan,-1
3164,1990-06-06,GKP,22552,V. Belec,12046
3193,1988-04-17,DEF,22559,F. Migliore,-1
19830,2001-03-17,FWD,481329,P. Pellegri,-1
3165,1997-04-24,MID,415809,F. Depaoli,3763
3219,1987-09-25,DEF,22614,F. Lucioni,-1
3163,1989-04-28,DEF,22677,G. Angella,-1
3219,1989-10-12,MID,22695,N. Viola,-1
3315,1990-03-27,FWD,22699,A. Ragusa,-1
3173,1986-01-28,DEF,22732,F. Pisacane,-1
3164,1996-05-31,DEF,145787,J. Andersen,7719
3187,1991-05-08,GKP,22817,L. Sepe,-1
3193,1992-03-02,DEF,22883,A. Izzo,-1
3173,1988-11-26,FWD,22933,L. Pavoletti,-1
3157,1996-12-19,MID,285109,F. Kessi\u00e9,-1
3158,1991-06-17,FWD,23149,G. Defrel,-1
3194,1994-09-16,FWD,252589,B. Petkovi\u0107,-1
3163,1991-02-21,DEF,56026,J. Stryger Larsen,7712
18,1997-02-02,FWD,350992,S. Umar,-1
3173,1990-05-10,FWD,23314,Diego Farias,-1
3157,1999-02-25,GKP,350999,G. Donnarumma,3757
3157,1998-01-03,FWD,351010,P. Cutrone,-1
3172,1992-04-24,MID,23386,L. Rizzo,-1
3194,1992-10-05,MID,23427,M. Fossati,-1
3159,1993-11-15,FWD,89186,P. Dybala,12274
3176,1992-05-10,GKP,23705,M. Sportiello,-1
3173,1993-02-12,MID,220359,P. Farag\u00f2,-1
3165,1998-05-23,FWD,449978,M. L\u00e9ris,-1
3315,1998-05-06,DEF,417231,C. Adjapong,3763
3163,1993-09-30,DEF,24024,F. Zampano,-1
3204,1997-03-22,GKP,286215,A. Meret,-1
3173,1997-02-07,MID,286223,N. Barella,-1
3194,1997-09-30,DEF,286225,G. Felicioli,3764
3157,1998-01-08,MID,286226,M. Locatelli,3763
3219,1988-11-10,FWD,24269,M. Coda,-1
3315,1993-05-25,DEF,221047,T. Letschert,-1
3166,1994-01-15,MID,90268,E. Pulgar,12381
3219,1990-06-29,DEF,24838,G. Letizia,-1
3197,1999-07-07,FWD,419204,M. Diaby,4423
3165,1991-06-17,FWD,24964,M. Pucciarelli,-1
3162,1986-10-22,DEF,20550,\u015e. Radu,-1
3162,1984-08-18,DEF,20575,D. Basta,-1
3219,1993-12-28,DEF,385655,J. Billong,-1
3161,1998-07-08,FWD,352993,Y. Karamoh,-1
3158,1989-03-10,MID,25405,M. Gonalons,-1
3185,1987-01-12,GKP,25421,S. Sirigu,3757
3159,1987-04-09,MID,25437,B. Matuidi,4418
3176,1993-03-01,MID,25541,J. Veretout,-1
3185,1990-03-27,DEF,25558,N. N'Koulou,-1
3219,1988-04-25,FWD,25601,C. Diabat\u00e9,-1
3165,1986-12-12,MID,20653,P. Hetemaj,4849
3165,1979-04-12,FWD,20662,S. Pellissier,-1
3187,1991-06-20,DEF,25726,K. Koulibaly,19314
3187,1991-02-01,DEF,25849,F. Ghoulam,16009
3194,1988-07-03,DEF,25878,T. Heurtaux,-1
3185,1994-12-19,FWD,25898,M. Niang,19314
3176,1992-02-18,MID,26000,B. Dabo,-1
3176,1993-04-21,DEF,222766,Bruno Gaspar,-1
3219,1995-08-19,FWD,255670,C. Lombardi,-1
3172,1993-03-25,MID,190167,L. Spinazzola,-1
3166,1992-02-29,GKP,190168,A. Santurro,-1
-1,1985-01-09,DEF,26336,S. Gentiletti,-1
3193,1985-05-09,DEF,20776,L. Rossettini,-1
3194,1989-02-02,DEF,26373,S. Souprayen,-1
3315,1997-08-13,DEF,354123,Pol Lirola,1604
1633,1986-02-06,MID,26518,C. S\u00e1nchez,12430
3161,1992-11-16,MID,69968,M. Brozovi\u0107,9598
3315,1984-01-20,DEF,20842,F. Peluso,-1
3173,1986-06-20,MID,20850,L. Cigarini,-1
3163,1996-01-19,MID,354547,J. Jankto,11555
3185,1997-01-09,FWD,354552,S. Edera,3764
3158,1995-02-11,DEF,289122,R. Karsdorp,-1
3166,1988-02-08,DEF,125286,G. Gonz\u00e1lez,16871
3219,1994-08-06,MID,256478,D. Cataldi,-1
3173,1993-10-22,DEF,92900,C. Lykogiannis,-1
3166,1985-06-10,DEF,92908,V. Torosidis,12678
3158,1991-06-14,DEF,92966,K. Manolas,12678
3157,1996-12-06,DEF,257028,D. Calabria,3763
3185,1996-05-19,DEF,289827,K. Bonifazi,-1
3163,1997-11-29,DEF,388398,G. Pezzella,3763
3172,1994-05-05,DEF,288663,M. Caldara,3757
3219,1999-07-08,FWD,454457,E. Brignola,3761
13888,1991-11-25,DEF,127524,N. Maksimovi\u0107,-1
3161,1994-05-27,DEF,135903,Jo\u00e3o Cancelo,-1
680,1995-11-06,FWD,135927,Andr\u00e9 Silva,9905
3193,1990-09-15,MID,127534,D. Lazovi\u0107,-1
3204,1993-11-29,MID,226200,M. Lazzari,-1
3164,1994-05-14,MID,37739,D. Praet,-1
3166,1994-06-14,FWD,259292,F. Di Francesco,-1
3315,1995-11-15,MID,292310,L. Mazzitelli,-1
3315,1995-12-28,DEF,292991,M. Lemos,-1
3162,1994-10-14,DEF,260250,Wallace,6385
3176,1997-10-12,DEF,424241,N. Milenkovi\u0107,17322
3166,1987-03-05,DEF,20707,S. De Maio,-1
3162,1992-10-17,MID,228928,A. Maru\u0161i\u0107,17371
3172,1998-11-14,FWD,491409,M. Barrow,18728
-1,1990-02-02,FWD,99423,A. Tonev,9400
-1,1988-09-20,DEF,41368,Maur\u00edcio,-1
1610,1994-08-03,DEF,40787,Emerson,3757
-1,1984-04-17,FWD,20506,R. Palladino,-1
3219,1999-08-18,DEF,360778,L. Sparandeo,-1
26542,1999-03-16,MID,354470,E. Torrasi,27928
14995,1988-02-03,DEF,45,G. van der Wiel,-1
3194,1988-11-14,FWD,21235,K. Ciss\u00e9,-1
